386573,Bruno Silva,104.332.181-96,27842.88,False
221566,Felipe Nascimento,379.402.654-23,17628.46,False
966733,Gabriel Oliveira,078.161.849-59,49253.69,False
705896,Sabrina Ferreira,475.255.341-92,49470.93,True
942597,Gabriel Martins,503.056.413-95,12876.45,False
922402,Camila Souza,969.653.287-10,29618.66,False
445228,Fernanda Ribeiro,848.018.451-46,25137.92,True
413850,Leticia Carvalho,252.880.957-01,43839.48,False
508576,Gabriel Castro,182.278.248-96,21624.05,True
188340,Carlos Santos,331.509.839-30,3078.3,False
655196,Daniela Barbosa,382.997.376-31,43123.76,True
198807,Igor Ribeiro,651.333.872-62,2054.71,True
473886,Marcos Rodrigues,326.773.602-60,7317.24,True
343561,Bruno Mendes,980.500.978-82,33598.23,True
977825,Kevin Rodrigues,939.909.169-98,12913.53,False
190163,Igor Lima,510.799.118-38,13891.86,False
892763,Eduardo Rodrigues,980.841.241-18,9781.66,False
835190,Amanda Ribeiro,401.640.052-42,3299.81,True
563578,Gabriel Ferreira,598.262.045-05,48678.77,True
391543,Marcos Santos,226.025.634-21,17157.75,True
334059,Ana Souza,365.414.586-85,1431.99,False
979003,Ana Mendes,569.816.934-06,21280.52,False
906769,Natalia Freitas,148.465.648-23,20006.8,False
471968,Beatriz Pereira,369.957.773-87,4216.05,True
623833,Gabriel Freitas,320.037.917-69,32630.93,False
680089,Mariana Mendes,328.708.317-27,41443.74,True
456145,Pedro Almeida,774.348.734-71,44597.86,True
610499,Bruno Costa,362.316.658-76,42764.97,False
138046,Igor Barbosa,054.668.893-73,33278.12,False
165904,Camila Ribeiro,298.069.901-62,16031.31,False
140673,Lucas Oliveira,646.417.080-53,41881.06,True
507681,Amanda Souza,271.937.452-99,46408.8,False
190388,Sabrina Barbosa,319.314.919-05,138.93,True
522453,Otavio Barbosa,657.262.849-87,13585.88,False
466559,Beatriz Rodrigues,996.507.527-35,27567.45,True
501359,Helena Freitas,367.837.770-14,23399.65,False
351053,Daniela Castro,855.744.431-35,13463.23,False
265517,Bruno Santos,134.352.408-24,43572.35,False
298872,Carlos Rocha,775.204.711-67,3801.64,False
899051,Julia Rocha,999.386.774-96,31088.51,True
470567,Bruno Ferreira,328.120.679-74,34212.94,True
675601,Valentina Rocha,618.324.210-24,34278.24,False
983819,Ana Oliveira,887.719.065-94,49978.41,True
520811,Larissa Barbosa,278.742.967-17,16155.09,False
705526,Rodrigo Silva,680.715.451-68,8972.92,False
307584,Lucas Araujo,703.482.477-10,27388.7,True
602773,Otavio Castro,712.748.467-73,43133.36,False
823408,Patricia Carvalho,840.449.972-78,22494.9,True
873565,Bruno Lima,963.605.766-27,43646.61,False
598085,Camila Nascimento,026.217.459-61,43555.34,True
484525,Bruno Nascimento,343.161.172-40,21249.68,False
936114,Eduardo Ferreira,922.219.693-79,12394.0,False
239793,Gabriel Freitas,821.759.464-74,28382.1,False
934423,Beatriz Carvalho,064.090.974-39,33727.11,True
807015,Fernanda Costa,047.095.214-56,41438.87,False
261997,Ana Rodrigues,517.123.685-16,33477.83,False
950976,Lucas Ribeiro,513.709.859-31,6558.74,False
958411,Amanda Lima,113.826.758-69,30590.44,False
696001,Igor Costa,377.351.585-06,31906.08,True
463422,Kevin Lima,532.931.839-33,26780.88,True
248961,Amanda Barbosa,205.395.024-02,22137.9,True
999281,Camila Freitas,783.908.470-07,35476.27,True
694698,Valentina Mendes,592.124.998-56,4508.51,True
300067,Kevin Rodrigues,673.657.661-56,4106.85,False
477009,Larissa Barbosa,152.809.885-16,17258.13,True
898224,Beatriz Barbosa,273.158.514-93,8611.01,False
694605,Gabriel Freitas,502.296.120-18,18187.68,True
382558,Otavio Barbosa,022.901.476-79,16931.23,False
479385,Felipe Lima,840.369.003-43,-109.64,True
510339,Ana Ribeiro,268.388.516-06,28456.68,False
786761,Helena Barbosa,160.529.751-61,43461.48,True
435503,Helena Souza,521.818.835-52,29921.15,True
927564,Carlos Martins,779.979.955-27,29366.7,True
860648,Rafael Freitas,477.005.411-99,22211.55,False
675958,Bruno Ferreira,978.207.151-82,17876.85,False
536941,Amanda Araujo,590.515.186-44,45795.7,True
504832,Larissa Silva,914.865.281-68,16757.48,True
302182,Eduardo Araujo,221.418.880-59,41482.93,False
582139,Julia Martins,065.379.473-83,22814.84,False
209932,Camila Souza,239.240.758-18,22190.62,False
394300,Marcos Oliveira,137.506.068-53,46506.71,True
819329,Igor Costa,204.727.790-10,5114.94,False
288184,Ana Mendes,103.697.117-98,-421.0,False
933186,Marcos Martins,218.518.888-80,12309.34,True
928022,Rodrigo Ribeiro,531.952.058-52,2686.58,False
567890,Bruno Costa,303.054.868-74,13297.44,False
814964,Carlos Barbosa,765.277.584-16,4681.19,False
979736,Igor Santos,796.275.705-96,25410.84,True
990067,Bruno Araujo,297.021.355-69,18286.68,True
443114,Marcos Castro,856.543.102-78,10335.81,False
493152,Sabrina Castro,312.172.715-51,39581.67,True
186174,Eduardo Araujo,323.705.895-78,49979.55,False
269126,Diego Castro,691.251.778-52,41485.24,False
905348,Igor Lima,225.358.414-38,24879.94,True
910160,Lucas Costa,299.590.010-94,44394.34,False
895162,Otavio Costa,736.471.027-67,43005.0,False
166324,Helena Lima,258.815.371-47,43140.27,True
762497,Ana Oliveira,595.327.877-47,10364.79,True
579640,Amanda Carvalho,479.748.016-24,2083.46,False
589155,Eduardo Souza,841.687.849-91,37625.74,False
529879,Diego Mendes,800.025.787-29,7706.35,False
924780,Natalia Rocha,888.794.705-51,12909.29,True
124827,Pedro Souza,097.289.623-09,20648.41,False
702498,Marcos Nascimento,897.028.385-78,27086.8,False
477211,Patricia Carvalho,334.843.443-75,44735.9,True
279921,Igor Castro,404.157.473-38,11744.13,True
952673,Natalia Martins,301.657.120-82,15718.97,True
112144,Leticia Almeida,938.026.206-72,46386.97,False
344050,Amanda Ribeiro,887.287.431-52,39433.77,True
441816,Kevin Ferreira,966.851.612-27,22060.14,False
253894,Marcos Mendes,990.453.017-42,30538.59,False
685568,Camila Oliveira,279.568.783-39,3444.19,True
219198,Mariana Costa,883.982.258-71,40338.95,False
655345,Thiago Oliveira,790.874.064-03,26828.76,False
956605,Carlos Castro,046.226.567-66,8512.92,True
461293,Otavio Carvalho,300.478.686-33,1126.97,True
807473,Marcos Ribeiro,331.190.790-30,6576.85,False
920506,Bruno Castro,995.342.836-44,1867.65,False
175528,Camila Lima,662.462.873-34,48373.2,True
